                                               TEST REPORT
----------------------------------------------------------------------------------------------------
Date            : 18-11-2025
Time            : 18-30-39
Unit SI No      : 999
DTC SI No       : 999
Test No         : 999
Inspector's Name: 999
DTC             : Darin2
Iteration Number: 1000   Duration        : 0

Test             Itrn No         PASS/FAIL          Date          Time
Read             427                 PASS             18-11-2025    19-08-05
LoopBack         428                 FAIL             18-11-2025    19-08-06
Erase            428                 PASS             18-11-2025    19-08-09
Write            428                 PASS             18-11-2025    19-08-10
Read             428                 PASS             18-11-2025    19-08-10
LoopBack         429                 FAIL             18-11-2025    19-08-11
Erase            429                 PASS             18-11-2025    19-08-14
Write            429                 PASS             18-11-2025    19-08-15
Read             429                 PASS             18-11-2025    19-08-15


Performance Check Stopped
----------------------------------------------------------------------------------------------------



Performance Test Exited
----------------------------------------------------------------------------------------------------

